statement,label
"Usually every night when you're alone you're restless, it's calm. It feels so different.",1
I've been so restless since this morning,1
Don't worry even more about this dog,1
"I'm too worried, it's just a weekly event",1
"Panic, restlessness right now “ˆ",1
"Honestly, from the past until now, since the last 4 years, my biggest enemy in writing is anxiety. There is no such detailed reason, it's just that I suddenly get nervous and it's not clear, so sometimes if it's really bad it can stop writing for months.",1
yes or no na nga lang hindi pa magawang sagutan AISHSJANSJKSSN,0
35737! 74532. Teleport 52367?,0
"I swear I'm so nervous, why don't you",1
Papaya,0
"Restless, Restless, Restless",1
"It's this kind of anxiety that I don't likeðŸ˜ .Suddenly crying incoherently, chest pain, shaking etc... .But thank God I never had any intention of hurting myself",1
"Behind your online, there is a heart that is anxiously waiting to hear from you",1
Bpr money hasn't arrived yet to buy ar,0
Listen to the 2 finger rocking song. Remember kpl huzaifa. Ha ha ha. Pti most random seriously.,0
"If you're nervous for no reason, why the heck?",1
Going through a phase where anxiety continues to haunt,1
"That's if you're worried/worried, the parno is too much. ^^",1
"My parents: ""Can netizens call the minister a hypocrite. I just like it""..Me being one of them: ' '„ðŸ'",0
UNDERSTANDING FEEL FEELING«,1
The intention to score Keyu's brother's ig doesn't even contain it,0
"Why does 158 cm and 160 cm feel so different, even though they are only 2 cm apart?",0
"Sometimes we are very good at advising or judging others, but not for ourselves.",0
"hey please can I ask for positive or enthusiastic words? Lately I've been so anxious that it makes me think about it for a long timeðŸ˜"" I want to sleep so I don't think about it, I'll open it later so I can forget it even moreðŸ¥º",1
"STOP I'M GAMAU ANXIETY, GUNDAH GULANA AGAIN",1
"every time you worry, why is the disease running to your stomach?",1
"This brain is very strong to remember ""something about that moment"". I really understand that it can't be forgotten",0
"It looks like it can be 2 or 3m sales with repackaged, it's crazy, it's really cool",0
My life is chaos. There is no solution. Fear of the uncertain. Restless direction.,1
"When people think of Eid clothes, Eid cakes, I think of Bangtan's comeback & This voting is really busy, right?",0
“ŒÂ WATTPAD . (Random email)..â€” 1 month 18k..full warranty & legal.T who sells wattpad plum #,0
"I wake up this feeling of restlessness, the title is... I sleep late, I still wake up in the morning",1
-/-/- 03:10 9psx B,0
Very worried,1
Very worried,1
"Every time after sunset, why must this heart be restless as if it can't accept the situation. But with this situation, you can't do anything, if you do it, it can only make things worse",1
Say! Are you worried about your health? Any tips so you don't worry too much?,1
"guys, how do you feel, every day you feel like you're really worried about your thesis, the trial schedule for August is great and until now it's still floating, you want to make revisions like your brain is empty, but every day you're so worried that you're shaking",1
"Morning guys, what are you doing today? I'm not sure what to do.",0
"It's true that social media is fun, you have to look for health, if it only makes you nervous, what do you do",1
Life will never get easier...But..you should be stronger.,0
"dk! Kmrn who bought SG21 NCT, how much is the cargo tax?",0
I swear the freebies haven't arrived to stop the work so much ;-;,0
"I'm so nervous, why isn't it?",1
"This morning, I'm anxious, anxious, dizzy, dizzy, not nauseous, until all the contents of my stomach are out, my heart is pounding wildly, ah, I'm scared. I wonder what if I die. I'm really scared :'""",1
"Do you really want to be dating, are you sure that the relationship will end up getting married?",0
"insecure, afraid, anxious, doubtful, disappointed.",1
Why do I have to face my desk with Mrs. Mur who is very similar to Mrs. Tri and imagine the trial :((,0
kinrara city is still petaling right?,0
Why am I even so nervous?,1
"I'm a crazy fan, aren't I.. I usually get a cute scene in the drama, instead I like to scream and shout incoherently.. it doesn't work",0
WTB ALBUM HOT SAUCE SET DONG PLS PLS DHL YAKðŸ˜ðŸ˜ðŸ˜ PGN NAIKIN CHART,0
why so nervous? what is certain is not because thr is without tukin. ..but it's all because of you,1
Pgn grilled sausage,0
"check pin moots, thx u yaa!!",0
It's so restless work,1
"I feel afraid of my own mother. If you are close, your body will immediately sweat, you will be anxious, your heart will beat really fast",1
this is so restless oh my god what's up,1
"thanks! I'm really worried and I can't stand myself until I feel really weird physically. Usually I always take medicine from my doctor, but I usually when I'm worried about taking the medicine, I feel even more anxious, and in the morning my whole body hurts. I should how? (cont.)",1
I'm so nervous :( I can't stop crying. I still can't believe I'm out of bed again '”,1
"yewww you eat a plant, ley.",0
"been the most anxious person, before becoming the most sincere person",1
"Those who haven't bought the 2nd album chibi, hurry up and buy it :D If you live outside the city, just buy it online :D",0
"When you think about it and don't finish it, it feels really restless",1
Still hopeful,1
"And if he asks for time to himself, don't be banned or given the impression as if you were left unilaterally. Self Healing is different for different people and can't be made the same :)",0
no brain,0
How about selling mashiho sets and albums?,0
"Wehh, I just woke up, I was immediately worried, scared to run out, I didn't like it.",1
Every time there is money I remember it must be day6ðŸ¤£ remember 5 bachelors who need to be supported,0
Feeling excessively anxious all the time can disrupt sleep patterns or not?,1
gojo twink,0
"Every night before this night, I always worry about what drama will happen tonight, my baby boy If there's no husband, this is really crazy",1
Read AU so you don't get tensed,0
oh my god why are you so nervous,1
"[cm] Joining a campus organization is actually this tiring, isn't it? Not only physically tired, but also mentally tired. I always want a meeting always scared, always anxious, always want to cry. I want to give up but in fact giving up is harder than holding on",1
For all who are in sick condition,0
"""No regrets or grudges/angry at things that have passed, and not worrying too much about the future, that's true serenity.""",1
want to take a shower,0
"Pls dritadi Ni-ki's template, why? I just got a cellphoneðŸ˜""",0
Why is this cave... I'm already in a bad mood and then my heart seems to be beating really fast... I'm really nervous. Is there something wrong???,1
What do you do when you're anxious when you're anxious? i used to write something every time i have a lot of thoughts or worry about things that are not sure... but now... idk what to do </3,1
prayer circle that doesn't have a circle: may malia be able to beyyak,0
"Since then, the chicken cake has been restless and wants to lay eggs.",1
I like you with taste not with words. -Kagome (Inuyasha),0
"Have you ever felt anxious every day because you were worried about the future, just kept thinking about it all day, to be honest, I'm really tired, I'm really tired, I just have to have a lot of ABCDEFG plans for the future, I can only say to myself ""yo, cheer up yo"" :')",1
"It feels like helping people who hate us is a bit like that, sometimes it can't be helped",0
"Place: 12:30:57, 13.75C.",0
Suddenly restless. Nobody wants to make Spaces like that. Let's hear the klean talk.,1
"Let's go crazy together when mv dream is released, zimzalabim calls all nctzen wayzenni reveluv smstann let's have a good time! Unflop pleaseee help rt+like yaa tysm",0
paras ng ulqm sinigang gang gang,0
Feeling a little anxious today.,1
"""I'm proud to be married to you."" I said when I was expecting Koco",0
"There are a lot of people waiting for this dream, it's only natural that the number is like that, congrats!!!!",0
I'm not panicking but I'm nervous,1
tambay sa dagat woohoo,0
"When the one who leaves gives you 100 reasons to cry, show him that you have 1000 reasons to smile.",0
mid june?!!!!!!!!!! aaaa sebongg CB,0
I've been restless since yesterday :(,1
"For the past few days, he's been a bit restless, he's not calm like that.",1
penis,0
"wake up so restless, why is that",1
"This is the first time I'm nervous, ling lung, worried that my husband will never end to go offshore. Even if you just want to pass 2 days, the stress feels like centuries.",1
Sana ol proud. Ahshsywgsj,0
"Kuy- wtb pc haechan is smooth or damage is thin, gpp immediately drops the price",0
Real madrid may be born for winning UCL,0
I CAN'T SAVE SOMETHING Smells of RP,0
stupid bitch,0
Gojou se vino en la cara de Getou uwu,0
"My hair will fall out every time I comb it, but it won't stop, I'm sorry",0
